bookstore,title,link,found_title,author,date,price,rating,num_ratings,num_pages,tokens
1,The Poincare Conjecture,http://www.amazon.com/The-Poincare-Conjecture-Search-Universe/dp/0802716547/ref=sr_1_1?ie=UTF8&qid=1412762826&sr=8-1&keywords=The+Poincare+Conjecture,The Poincare Conjecture: In Search of the Shape of the Universe,Donal O'Shea,2007,,4.8,NotFound,,"[poincare, conjecture, search, shape, universe]"
1,The Five-Second Rule,http://www.amazon.com/Five-Second-Other-Myths-About-Germs/dp/1560259507,"The Five-Second Rule and Other Myths About Germs: What Everyone Should Know About Bacteria, Viruses, Mold, and Mildew",Anne E. Maczulak,2007,,4.9,NotFound,,"[five-second, rule, myths, germs, everyone, know, bacteria, viruses, mold, mildew]"
1,Hope Is An Imperative,http://www.amazon.com/Hope-Is-Imperative-Essential-David/dp/1597267007/ref=sr_1_1?ie=UTF8&qid=1412762859&sr=8-1&keywords=Hope+Is+An+Imperative,Hope Is an Imperative: The Essential David Orr,Fritjof Capra(Foreword),2010,,4.9,6,,"[hope, imperative, essential, david, orr]"
1,The Evolution of Physics,http://www.amazon.com/The-Evolution-Physics-Albert-Einstein/dp/0671201565/ref=sr_1_1?ie=UTF8&qid=1412762876&sr=8-1&keywords=The+Evolution+of+Physics,The Evolution of Physics,Leopold Infeld,1967,,4.2,67,,"[evolution, physics]"
1,Present At the Future,http://www.amazon.com/Present-Future-Nanotechnology-Controversial-Conversations/dp/0060732652/ref=sr_1_1?ie=UTF8&qid=1412762892&sr=8-1&keywords=Present+At+the+Future,"Present at the Future: From Evolution to Nanotechnology, Candid and Controversial Conversations on Science and Nature",Ira Flatow,2008,,4.2,8,,"[present, future, evolution, nanotechnology, candid, controversial, conversations, science, nature]"
1,An Entertainment for Angels,http://www.amazon.com/Entertainment-Angels-Electricity-Enlightenment-Revolutions/dp/1840464593/ref=sr_1_1?ie=UTF8&qid=1412762906&sr=8-1&keywords=An+Entertainment+for+Angels,An Entertainment for Angels: Electricity in the Enlightenment (Revolutions in Science),Patricia Fara,2003,,,NotFound,,"[entertainment, angels, electricity, enlightenment, revolutions, science]"
1,Margaret Mead and the Heretic,http://www.amazon.com/Margaret-Mead-Heretic-Unmaking-Anthropological/dp/0140261524/ref=sr_1_1?ie=UTF8&qid=1412762917&sr=8-1&keywords=Margaret+Mead+and+the+Heretic,Margaret Mead and the Heretic: The Making and Unmaking of an Anthropological Myth,Derek Freeman,1996,,2.9,3,,"[margaret, mead, heretic, making, unmaking, anthropological, myth]"
1,Ancient Mysteries,http://www.amazon.com/Ancient-Mysteries-intriguiging-Scientifically-explinations/dp/0345434889/ref=sr_1_1?ie=UTF8&qid=1412762929&sr=8-1&keywords=Ancient+Mysteries,"Ancient Mysteries: Discover the latest intriguiging, Scientifically sound explinations to Age-old puzzles",Nick Thorpe,2001,,4.6,NotFound,,"[ancient, mysteries, discover, latest, intriguiging, scientifically, sound, explinations, age-old, puzzles]"
1,Weighing the Soul,http://www.amazon.com/Weighing-Soul-Len-Fisher/dp/0297645552/ref=sr_1_1?s=books&ie=UTF8&qid=1412769099&sr=1-1&keywords=Weighing+the+Soul,Weighing the Soul,Len Fisher,2004,,,NotFound,,"[weighing, soul]"
1,The One-Straw Revolution,http://www.amazon.com/The-One-Straw-Revolution-Introduction-Classics/dp/1590173139/ref=sr_1_1?ie=UTF8&qid=1412762959&sr=8-1&keywords=The+One-Straw+Revolution,The One-Straw Revolution: An Introduction to Natural Farming (New York Review Books Classics),"Wendell Berry(Preface),",2009,,4.4,278,,"[one-straw, revolution, introduction, natural, farming, new, york, review, books, classics]"
1,The Whole Shebang: A State-of-the-Universe(s) Report,http://www.amazon.com/The-Whole-Shebang-State---Universe/dp/0684838613/ref=sr_1_1?ie=UTF8&qid=1412762970&sr=8-1&keywords=The+Whole+Shebang%3A+A+State-of-the-Universes%29+Report,The Whole Shebang: A State-of-the-Universe(s) Report,Timothy Ferris,1998,,4.2,NotFound,,"[whole, shebang, state-of-the-universe, report]"
1,Seeing in the Dark,http://www.amazon.com/Seeing-Dark-Astronomers-Discovering-Universe/dp/0684865807/ref=sr_1_3_title_1_pap?s=books&ie=UTF8&qid=1412769140&sr=1-3&keywords=Seeing+in+the+Dark,Seeing in the Dark : How Amateur Astronomers Are Discovering the Wonders of the Universe,Timothy Ferris,2003,,4.8,NotFound,,"[seeing, dark, amateur, astronomers, discovering, wonders, universe]"
1,The Human Touch,http://www.amazon.com/The-Human-Touch-Creation-Universe/dp/0312426283/ref=sr_1_1?ie=UTF8&qid=1412762994&sr=8-1&keywords=The+Human+Touch,The Human Touch: Our Part in the Creation of a Universe,Michael Frayn,2008,,4.4,NotFound,,"[human, touch, part, creation, universe]"
1,Here on Earth,http://www.amazon.com/Here-Earth-Natural-History-Planet-ebook/dp/B004RPY47O/ref=sr_1_2?s=books&ie=UTF8&qid=1412769221&sr=1-2&keywords=Here+on+Earth,Here on Earth: A Natural History of the Planet,,2011,,4.5,NotFound,,"[earth, natural, history, planet]"
1,The Education of Man,http://www.amazon.com/Education-Man-Friedrich-Fr%C3%B6bel/dp/1116435179/ref=sr_1_1_title_1_har?s=books&ie=UTF8&qid=1412769262&sr=1-1&keywords=The+Education+of+Man,The Education of Man,W N Hailmann,2009,,4.8,1,,"[education, man]"
1,Foundations of Social Evolution,http://www.amazon.com/Foundations-Social-Evolution-Steven-Frank/dp/0691059349/ref=sr_1_1?ie=UTF8&qid=1412763043&sr=8-1&keywords=Foundations+of+Social+Evolution,Foundations of Social Evolution,Steven A. Frank,1998,,5,NotFound,,"[foundations, social, evolution]"
1,Cambridge Companion to Galileo,http://www.amazon.com/Cambridge-Companion-Galileo-Companions-Philosophy/dp/0521588413/ref=sr_1_1?ie=UTF8&qid=1412763057&sr=8-1&keywords=Cambridge+Companion+to+Galileo,The Cambridge Companion to Galileo (Cambridge Companions to Philosophy),Peter Machamer(Editor),1998,,See,2,,"[cambridge, companion, galileo, cambridge, companions, philosophy]"
1,Genome: The Story of the Most Astonishing Scientific Adventure of Our Time,http://www.amazon.com/Genome-Astonishing-Scientific-Adventure-Time--The/dp/1583487409/ref=sr_1_1?ie=UTF8&qid=1412763069&sr=8-1&keywords=Genome%3A+The+Story+of+the+Most+Astonishing+Scientific+Adventure+of+Our+Time,Genome: The Story of the Most Astonishing Scientific Adventure of Our Time--The Attempt to Map All the Genes in the Human Body,Michael Waldholz,1999,,See,NotFound,,"[genome, story, astonishing, scientific, adventure, time, attempt, map, genes, human, body]"
1,Jacob's Ladder,http://www.amazon.com/Jacobs-Ladder-History-Human-Genome/dp/039334780X,Jacob's Ladder: The History of the Human Genome,Henry Gee,2004,,4.4,5,,"[jacob, ladder, history, human, genome]"
1,Almost Everyone's Guide to Science,http://www.amazon.com/Almost-Everyones-Guide-Science-Everything/dp/0300084609/ref=sr_1_1?ie=UTF8&qid=1412763098&sr=8-1&keywords=Almost+Everyone%27s+Guide+to+Science,"Almost Everyone's Guide to Science: The Universe, Life and Everything (Yale Nota Bene)",Mary Gribbin,2000,,4.4,10,,"[almost, everyone, guide, science, universe, life, everything, yale, nota, bene]"
1,In Search of the Edge of Time,http://www.amazon.com/Search-Edge-Time-Wormholes-Professionals/dp/0140248145/ref=sr_1_1?ie=UTF8&qid=1412763118&sr=8-1&keywords=In+Search+of+the+Edge+of+Time,"In Search of the Edge of Time: Black Holes, White Holes, Wormholes (Practical Resources for the Mental Health Professionals)",John Gribbin,1999,,See,NotFound,,"[search, edge, time, black, holes, white, holes, wormholes, practical, resources, mental, health, professionals]"
1,The Birth of Time,http://www.amazon.com/Birth-Time-Astronomers-Measured-Universe/dp/0300089147/ref=sr_1_1?s=books&ie=UTF8&qid=1412769332&sr=1-1&keywords=the+birth+of+time+john+gribbin,The Birth of Time: How Astronomers Measured the Age of the Universe,John Gribbin,2001,,See,NotFound,,"[birth, time, astronomers, measured, age, universe]"
1,The Science of Philip Pullman's His Dark Materials,http://www.amazon.com/Science-Philip-Pullmans-Materials-Laurel-Leaf/dp/0375831460/ref=tmm_mmp_title_0?ie=UTF8&qid=1412769345&sr=1-1,The Science of Philip Pullman's His Dark Materials (Laurel-Leaf Books),John Gribbin,2007,,4.4,18,,"[science, philip, pullman, dark, materials, laurel-leaf, books]"
1,"The Search for Superstrings, Symmetry, and the Theory of Everything",http://www.amazon.com/Search-Superstrings-Symmetry-Theory-Everything/dp/0316326143/ref=sr_1_1?ie=UTF8&qid=1412763164&sr=8-1&keywords=The+Search+for+Superstrings%2C+Symmetry%2C+and+the+Theory+of+Everything,"The Search for Superstrings, Symmetry, and the Theory of Everything",John Gribbin,2000,,4.4,NotFound,,"[search, superstrings, symmetry, theory, everything]"
1,In Search of the Big Bang,http://www.amazon.com/Search-Big-Bang-John-Gribbin/dp/0552131466/ref=sr_1_1?ie=UTF8&qid=1412763175&sr=8-1&keywords=In+Search+of+the+Big+Bang,In Search of the Big Bang,John Gribbin,2000,,5,NotFound,,"[search, big, bang]"
1,Almost Everyone's Guide to Science,http://www.amazon.com/Almost-Everyones-Guide-Science-Everything/dp/0300084609/ref=sr_1_1?ie=UTF8&qid=1412763189&sr=8-1&keywords=Almost+Everyone%27s+Guide+to+Science,"Almost Everyone's Guide to Science: The Universe, Life and Everything (Yale Nota Bene)",Mary Gribbin,2000,,4.8,10,,"[almost, everyone, guide, science, universe, life, everything, yale, nota, bene]"
1,In Search of Schrodinger's Cat,http://www.amazon.com/In-Search-Schr%C3%B6dingers-Cat-Quantum/dp/0553342533/ref=sr_1_1?ie=UTF8&qid=1412763204&sr=8-1&keywords=In+Search+of+Schrodinger%27s+Cat,In Search of Schr??dinger's Cat: Quantum Physics and Reality,John Gribbin,1984,,4.3,NotFound,,"[search, schr, dinger, cat, quantum, physics, reality]"
1,The Book Nobody Read,http://www.amazon.com/The-Book-Nobody-Read-Revolutions/dp/0143034766/ref=sr_1_1?ie=UTF8&qid=1412763217&sr=8-1&keywords=The+Book+Nobody+Read,The Book Nobody Read: Chasing the Revolutions of Nicolaus Copernicus,Owen Gingerich,2005,,4.8,NotFound,,"[book, nobody, read, chasing, revolutions, nicolaus, copernicus]"
1,The Night Is Large,http://www.amazon.com/The-Night-Large-Collected-1938-1995/dp/031214380X/ref=sr_1_1?ie=UTF8&qid=1412763229&sr=8-1&keywords=The+Night+Is+Large,The Night Is Large: Collected Essays : 1938-1995,Martin Gardner,1996,,3.9,NotFound,,"[night, large, collected, essays, 1938-1995]"
1,Body Time,http://www.amazon.com/Body-Time-Gay-Gaer-Luce/dp/055302535X/ref=sr_1_1_title_0_main?s=books&ie=UTF8&qid=1412769490&sr=1-1&keywords=Body+Time+gay+gaer+luce,Body Time,Gay Gaer Luce,1973,,,NotFound,,"[body, time]"
1,What Just Happened: A Chronicle from the Information Frontier,http://www.amazon.com/What-Just-Happened-Chronicle-Information/dp/0375713913/ref=sr_1_1?ie=UTF8&qid=1412763263&sr=8-1&keywords=What+Just+Happened%3A+A+Chronicle+from+the+Information+Frontier,What Just Happened: A Chronicle from the Information Frontier,James Gleick,2003,,3.5,NotFound,,"[happened, chronicle, information, frontier]"
1,The God Delusion,http://www.amazon.com/The-God-Delusion-Richard-Dawkins/dp/0618918248/ref=sr_1_1?ie=UTF8&qid=1412763279&sr=8-1&keywords=The+God+Delusion,The God Delusion,Richard Dawkins,2008,,4.6,4539,,"[god, delusion]"
1,The Greatest Show on Earth: The Evidence for Evolution,http://www.amazon.com/The-Greatest-Show-Earth-Evolution/dp/1416594795/ref=sr_1_1?ie=UTF8&qid=1412763296&sr=8-1&keywords=The+Greatest+Show+on+Earth%3A+The+Evidence+for+Evolution,The Greatest Show on Earth: The Evidence for Evolution,Richard Dawkins,2010,,4.3,NotFound,,"[greatest, show, earth, evidence, evolution]"
1,Darwin's Sacred Cause,http://www.amazon.com/Darwins-Sacred-Cause-Slavery-Evolution/dp/0547055269/ref=sr_1_1?ie=UTF8&qid=1412763308&sr=8-1&keywords=Darwin%27s+Sacred+Cause,Darwin's Sacred Cause: How a Hatred of Slavery Shaped Darwin's Views on Human Evolution,James Moore,2009,,4.6,19,,"[darwin, sacred, cause, hatred, slavery, shaped, darwin, views, human, evolution]"
1,Pendulum: Leon Foucault and the Triumph of Science,http://www.amazon.com/Pendulum-Leon-Foucault-Triumph-Science-ebook/dp/B001BU8E3I/ref=sr_1_1?s=books&ie=UTF8&qid=1412769515&sr=1-1&keywords=Pendulum%3A+Leon+Foucault+and+the+Triumph+of+Science,Pendulum: Leon Foucault and the Triumph of Science,,2007,,4.5,NotFound,,"[pendulum, leon, foucault, triumph, science]"
1,"The Mystery of the Aleph: Mathematics, the Kabbalah, and the Search for Infinity",http://www.amazon.com/The-Mystery-Aleph-Mathematics-Kabbalah/dp/156858105X/ref=sr_1_1?ie=UTF8&qid=1412763344&sr=8-1&keywords=The+Mystery+of+the+Aleph%3A+Mathematics%2C+the+Kabbalah%2C+and+the+Search+for+Infinity,"The Mystery of the Aleph: Mathematics, the Kabbalah, and the Search for Infinity",Amir D. Aczel,2000,,3.5,NotFound,,"[mystery, aleph, mathematics, kabbalah, search, infinity]"
1,Faster: The Acceleration of Just About Everything,http://www.amazon.com/Faster-Acceleration-Just-About-Everything/dp/067977548X/ref=sr_1_1?ie=UTF8&qid=1412763367&sr=8-1&keywords=Faster%3A+The+Acceleration+of+Just+About+Everything,Faster: The Acceleration of Just About Everything,James Gleick,2000,,4.4,50,,"[faster, acceleration, everything]"
1,Good Thinking,http://www.amazon.com/Good-Thinking-Foundations-Probability-Applications/dp/0486474380/ref=sr_1_1?ie=UTF8&qid=1412763389&sr=8-1&keywords=Good+Thinking,Good Thinking: The Foundations of Probability and Its Applications (Dover Books on Mathematics),Irving John Good,2009,,4.5,3,,"[good, thinking, foundations, probability, applications, dover, books, mathematics]"
1,Mauve: How One Man Invented a Color That Changed the World,http://www.amazon.com/Mauve-Invented-Color-Changed-World/dp/0393323137/ref=sr_1_1?ie=UTF8&qid=1412763401&sr=8-1&keywords=Mauve%3A+How+One+Man+Invented+a+Color+That+Changed+the+World,Mauve: How One Man Invented a Color That Changed the World,Simon Garfield,2002,,3.4,NotFound,,"[mauve, one, man, invented, color, changed, world]"
1,The Private Life of the Brain,http://www.amazon.com/The-Private-Life-Brain-Consciousness/dp/0471399752/ref=sr_1_1?ie=UTF8&qid=1412763417&sr=8-1&keywords=The+Private+Life+of+the+Brain,"The Private Life of the Brain: Emotions, Consciousness, and the Secret of the Self",Susan A. Greenfield,2001,,3.6,NotFound,,"[private, life, brain, emotions, consciousness, secret, self]"
1,Rocks of Ages: Science and Religion in the Fullness of Life,http://www.amazon.com/Rocks-Ages-Science-Religion-Fullness/dp/034545040X/ref=sr_1_1?ie=UTF8&qid=1412763431&sr=8-1&keywords=Rocks+of+Ages%3A+Science+and+Religion+in+the+Fullness+of+Life,Rocks of Ages: Science and Religion in the Fullness of Life,Stephen Jay Gould,2002,,3.5,75,,"[rocks, ages, science, religion, fullness, life]"
1,Questioning the Millennium,http://www.amazon.com/Questioning-Millennium-Rationalists-Precisely-Arbitrary/dp/0609605410/ref=sr_1_1?ie=UTF8&qid=1412763442&sr=8-1&keywords=Questioning+the+Millennium,Questioning the Millennium: A Rationalist's Guide to a Precisely Arbitrary Countdown (Revised Edition),Stephen Jay Gould,1999,,4.5,NotFound,,"[questioning, millennium, rationalist, guide, precisely, arbitrary, countdown, revised, edition]"
1,Spinning Straw Into Gold: What Fairy Tales Reveal About the Transformations in a Woman's Life,http://www.amazon.com/Spinning-Straw-into-Gold-Transformations/dp/0812975456/ref=sr_1_1?ie=UTF8&qid=1412763461&sr=8-1&keywords=Spinning+Straw+Into+Gold%3A+What+Fairy+Tales+Reveal+About+the+Transformations+in+a+Woman%27s+Life,Spinning Straw into Gold: What Fairy Tales Reveal About the Transformations in a Woman's Life,Joan Gould,2006,,4.5,NotFound,,"[spinning, straw, gold, fairy, tales, reveal, transformations, woman, life]"
1,Dark Cosmos,http://www.amazon.com/Dark-Cosmos-Search-Universes-Missing/dp/0061130338/ref=sr_1_1?ie=UTF8&qid=1412763478&sr=8-1&keywords=Dark+Cosmos,Dark Cosmos: In Search of Our Universe's Missing Mass and Energy,Dan Hooper,2007,,4.8,NotFound,,"[dark, cosmos, search, universe, missing, mass, energy]"
1,Measuring Eternity,http://www.amazon.com/Measuring-Eternity-Search-Beginning-Time/dp/0767908449/ref=sr_1_1?ie=UTF8&qid=1412763495&sr=8-1&keywords=Measuring+Eternity,Measuring Eternity: The Search for the Beginning of Time,Martin Gorst,2002,,See,6,,"[measuring, eternity, search, beginning, time]"
1,Of Moths and Men,http://www.amazon.com/Of-Moths-Men-Evolutionary-Peppered/dp/0393325253/ref=sr_1_1?ie=UTF8&qid=1412763514&sr=8-1&keywords=Of+Moths+and+Men,Of Moths and Men: An Evolutionary Tale: The Untold Story of Science and the Peppered Moth,Judith Hooper,2004,,See,19,,"[moths, men, evolutionary, tale, untold, story, science, peppered, moth]"
1,The Pattern on the Stone: The Simple Ideas that Make Computers Work,http://www.amazon.com/The-Pattern-On-Stone-Computers/dp/046502596X/ref=sr_1_1?ie=UTF8&qid=1412763529&sr=8-1&keywords=The+Pattern+on+the+Stone%3A+The+Simple+Ideas+that+Make+Computers+Work,The Pattern On The Stone: The Simple Ideas That Make Computers Work (Science Masters),W. Daniel Hillis,1999,,4.5,41,,"[pattern, stone, simple, ideas, make, computers, work, science, masters]"
1,Does Anyone Like Midges?,http://www.amazon.com/Does-Anyone-Like-Midges-improbable-ebook/dp/B00BHOSEXI/ref=sr_1_1?s=books&ie=UTF8&qid=1412769578&sr=1-1&keywords=Does+Anyone+Like+Midges%3F,Does Anyone Like Midges?: and 99 other improbable Scottish questions,,2013,,,NotFound,,"[anyone, like, midges, improbable, scottish, questions]"
1,Chaos: Making A New Science,http://www.amazon.com/Chaos-Making-Science-James-Gleick/dp/0143113453/ref=sr_1_1?ie=UTF8&qid=1412763556&sr=8-1&keywords=Chaos%3A+Making+A+New+Science,Chaos: Making a New Science,James Gleick,2008,,4.4,318,,"[chaos, making, new, science]"
2,Introducing Darwin,http://www.amazon.com/Introducing-Darwin-Graphic-Guide/dp/1848311176/ref=sr_1_1?ie=UTF8&qid=1412763569&sr=8-1&keywords=Introducing+Darwin,Introducing Darwin (Introducing Graphic Guide),Jonathan Miller,2010,,3.7,NotFound,,"[introducing, darwin, introducing, graphic, guide]"
2,Introducing Anthropology,http://www.amazon.com/Introducing-Anthropology-An-Integrated-Approach/dp/0078035066/ref=sr_1_1?ie=UTF8&qid=1412763583&sr=8-1&keywords=Introducing+Anthropology,Introducing Anthropology: An Integrated Approach,Michael Park,2013,,4.6,10,,"[introducing, anthropology, integrated, approach]"
2,Introducing Anthropology,http://www.amazon.com/Introducing-Anthropology-An-Integrated-Approach/dp/0078035066/ref=sr_1_1?ie=UTF8&qid=1412763597&sr=8-1&keywords=Introducing+Anthropology,Introducing Anthropology: An Integrated Approach,Michael Park,2013,,4.6,NotFound,,"[introducing, anthropology, integrated, approach]"
2,Introducing Environmental Politics,http://www.amazon.com/Introducing-Environmental-Politics-Stephen-Croall/dp/1840461594/ref=sr_1_1?ie=UTF8&qid=1412763607&sr=8-1&keywords=Introducing+Environmental+Politics,Introducing Environmental Politics,Stephen Croall,2000,,,NotFound,,"[introducing, environmental, politics]"
2,In Search of the Big Bang,http://www.amazon.com/Search-Big-Bang-John-Gribbin/dp/0552131466/ref=sr_1_1?ie=UTF8&qid=1412763628&sr=8-1&keywords=In+Search+of+the+Big+Bang,In Search of the Big Bang,John Gribbin,2000,,5,2,,"[search, big, bang]"
2,Gaugin by Himself,http://www.amazon.com/Gauguin-Himself-Paul-Gaugin/dp/0785808620/ref=sr_1_1?ie=UTF8&qid=1412763647&sr=8-1&keywords=gauguin+by+himself,Gauguin by Himself,Belinda Thomson(Editor),2001,,,1,,[gauguin]
2,the fluoride deception,http://www.amazon.com/The-Fluoride-Deception-Christopher-Bryson/dp/1583227008/ref=sr_1_1?ie=UTF8&qid=1412763659&sr=8-1&keywords=the+fluoride+deception,The Fluoride Deception,Theo Colborn(Foreword),2006,,4.6,NotFound,,"[fluoride, deception]"
2,Introducing Environmental Politics,http://www.amazon.com/Introducing-Environmental-Politics-Stephen-Croall/dp/1840461594/ref=sr_1_1?ie=UTF8&qid=1412763677&sr=8-1&keywords=Introducing+Environmental+Politics,Introducing Environmental Politics,Stephen Croall,2000,,,NotFound,,"[introducing, environmental, politics]"
2,Introducing Darwin,http://www.amazon.com/Introducing-Darwin-Graphic-Guide/dp/1848311176/ref=sr_1_1?ie=UTF8&qid=1412763691&sr=8-1&keywords=Introducing+Darwin,Introducing Darwin (Introducing Graphic Guide),Jonathan Miller,2010,,3.7,NotFound,,"[introducing, darwin, introducing, graphic, guide]"
2,Introducing Relativity,http://www.amazon.com/Introducing-Relativity-A-Graphic-Guide/dp/1848310579/ref=sr_1_1?ie=UTF8&qid=1412763703&sr=8-1&keywords=Introducing+Relativity,Introducing Relativity: A Graphic Guide,Ralph Edney(Contributor),2005,,4.6,NotFound,,"[introducing, relativity, graphic, guide]"
2,Schrodinger's Kittens and the Search for Reality,http://www.amazon.com/Schrodingers-Kittens-Search-Reality-Mysteries/dp/0316328197/ref=sr_1_1?ie=UTF8&qid=1412763714&sr=8-1&keywords=Schrodinger%27s+Kittens+and+the+Search+for+Reality,Schrodinger's Kittens and the Search for Reality: Solving the Quantum Mysteries,John Gribbin,1996,,4,48,,"[schrodinger, kittens, search, reality, solving, quantum, mysteries]"
2,The Expressionists,http://www.amazon.com/The-Expressionists-World-Wolf-Dieter-Dube/dp/0500201234/ref=sr_1_1?ie=UTF8&qid=1412763728&sr=8-1&keywords=The+Expressionists,The Expressionists (World of Art),Wolf-Dieter Dube,1985,,4.7,NotFound,,"[expressionists, world, art]"
2,Introducing Darwin,http://www.amazon.com/Introducing-Darwin-Graphic-Guide/dp/1848311176/ref=sr_1_1?ie=UTF8&qid=1412763752&sr=8-1&keywords=Introducing+Darwin,Introducing Darwin (Introducing Graphic Guide),Jonathan Miller,2010,,4.1,NotFound,,"[introducing, darwin, introducing, graphic, guide]"
2,Introducing Stephen Hawking,http://www.amazon.com/Introducing-Stephen-Hawking-Graphic-Guide/dp/1848310943/ref=sr_1_1?ie=UTF8&qid=1412763763&sr=8-1&keywords=Introducing+Stephen+Hawking,Introducing Stephen Hawking: A Graphic Guide,Oscar Zarate(Contributor),2005,,4.2,NotFound,,"[introducing, stephen, hawking, graphic, guide]"
2,Introducing Stephen Hawking,http://www.amazon.com/Introducing-Stephen-Hawking-Graphic-Guide/dp/1848310943/ref=sr_1_1?ie=UTF8&qid=1412763778&sr=8-1&keywords=Introducing+Stephen+Hawking,Introducing Stephen Hawking: A Graphic Guide,Oscar Zarate(Contributor),2005,,4.2,NotFound,,"[introducing, stephen, hawking, graphic, guide]"
2,Galileo's Finger,http://www.amazon.com/Galileos-Finger-Great-Ideas-Science/dp/0198609418/ref=sr_1_1?ie=UTF8&qid=1412763789&sr=8-1&keywords=Galileo%27s+Finger,Galileo's Finger: The Ten Great Ideas of Science,Peter Atkins,2004,,3.6,NotFound,,"[galileo, finger, ten, great, ideas, science]"
2,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History",http://www.amazon.com/Isaacs-Storm-Deadliest-Hurricane-History/dp/0375708278/ref=sr_1_1?ie=UTF8&qid=1412763801&sr=8-1&keywords=Isaac%27s+Storm%3A+A+Man%2C+a+Time%2C+and+the+Deadliest+Hurricane+in+History,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History",Erik Larson,2000,,4.8,NotFound,,"[isaac, storm, man, time, deadliest, hurricane, history]"
2,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History",http://www.amazon.com/Isaacs-Storm-Deadliest-Hurricane-History/dp/0375708278/ref=sr_1_1?ie=UTF8&qid=1412763819&sr=8-1&keywords=Isaac%27s+Storm%3A+A+Man%2C+a+Time%2C+and+the+Deadliest+Hurricane+in+History,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History",Erik Larson,2000,,4.7,1052,,"[isaac, storm, man, time, deadliest, hurricane, history]"
2,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History",http://www.amazon.com/Isaacs-Storm-Deadliest-Hurricane-History/dp/0375708278/ref=sr_1_1?ie=UTF8&qid=1412763830&sr=8-1&keywords=Isaac%27s+Storm%3A+A+Man%2C+a+Time%2C+and+the+Deadliest+Hurricane+in+History,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History",Erik Larson,2000,,4.8,1052,,"[isaac, storm, man, time, deadliest, hurricane, history]"
2,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History",http://www.amazon.com/Isaacs-Storm-Deadliest-Hurricane-History/dp/0375708278/ref=sr_1_1?ie=UTF8&qid=1412763842&sr=8-1&keywords=Isaac%27s+Storm%3A+A+Man%2C+a+Time%2C+and+the+Deadliest+Hurricane+in+History,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History",Erik Larson,2000,,4.8,1052,,"[isaac, storm, man, time, deadliest, hurricane, history]"
2,Moondust: In Search of the Men Who Fell to Earth,http://www.amazon.com/Moondust-Search-Men-Fell-Earth/dp/0007155425/ref=sr_1_1?ie=UTF8&qid=1412763859&sr=8-1&keywords=Moondust%3A+In+Search+of+the+Men+Who+Fell+to+Earth,Moondust: In Search of the Men Who Fell to Earth,Andrew Smith,2006,,4.6,68,,"[moondust, search, men, fell, earth]"
2,Impact Earth,http://www.amazon.com/Superlight-Rethinking-Homes-Impact-Earth/dp/1938922581/ref=sr_1_1?ie=UTF8&qid=1412763876&sr=8-1&keywords=Impact+Earth,Superlight: Rethinking How Our Homes Impact the Earth,Phyllis Richardson,2014,,,NotFound,,"[superlight, rethinking, homes, impact, earth]"
2,Impact Earth,http://www.amazon.com/Superlight-Rethinking-Homes-Impact-Earth/dp/1938922581/ref=sr_1_1?ie=UTF8&qid=1412763889&sr=8-1&keywords=Impact+Earth,Superlight: Rethinking How Our Homes Impact the Earth,Phyllis Richardson,2014,,,NotFound,,"[superlight, rethinking, homes, impact, earth]"
2,Impact Earth,http://www.amazon.com/Superlight-Rethinking-Homes-Impact-Earth/dp/1938922581/ref=sr_1_1?ie=UTF8&qid=1412763900&sr=8-1&keywords=Impact+Earth,Superlight: Rethinking How Our Homes Impact the Earth,Phyllis Richardson,2014,,,NotFound,,"[superlight, rethinking, homes, impact, earth]"
2,The Infinite Book,http://www.amazon.com/The-Infinite-Book-Boundless-Timeless/dp/1400032245/ref=sr_1_1?ie=UTF8&qid=1412763918&sr=8-1&keywords=The+Infinite+Book,"The Infinite Book: A Short Guide to the Boundless, Timeless and Endless",John D. Barrow,2006,,4.1,18,,"[infinite, book, short, guide, boundless, timeless, endless]"
2,The Impact of the Gene,http://www.amazon.com/The-Impact-Gene-Mendels-Designer/dp/0374175233/ref=sr_1_3?ie=UTF8&qid=1412769844&sr=8-3&keywords=The+Impact+of+the+Gene,The Impact of the Gene: From Mendel's Peas to Designer Babies,Colin Tudge,2000,,See,NotFound,,"[impact, gene, mendel, peas, designer, babies]"
2,Journey Beyond Selene: Remarkable Expeditions Past Our Moon and to the Ends of the Solar System,http://www.amazon.com/JOURNEY-BEYOND-SELENE-Remarkable-Expeditions/dp/0316648426/ref=sr_1_1?ie=UTF8&qid=1412763943&sr=8-1&keywords=Journey+Beyond+Selene%3A+Remarkable+Expeditions+Past+Our+Moon+and+to+the+Ends+of+the+Solar+System,JOURNEY BEYOND SELENE: Remarkable Expeditions Past Our Moon and to the Ends of the Solar System,JEFFREY KLUGER,1999,,,NotFound,,"[journey, beyond, selene, remarkable, expeditions, past, moon, ends, solar, system]"
